,0
533,4
534,1
535,1
536,1
537,1
538,1
539,1
540,1
541,1
542,1
543,1
544,1
545,1
546,1
547,1
548,1
549,1
550,1
551,1
552,1
553,1
554,1
555,1
556,1
557,1
558,1
559,1
560,1
561,1
562,1
563,1
564,1
565,1
566,1
567,1
568,1
569,2
570,1
571,1
572,2
573,1
574,2
575,2
576,1
577,1
578,1
579,1
580,4
581,1
582,1
583,1
584,1
585,1
586,1
587,1
588,1
589,1
590,1
591,1
592,1
593,1
594,1
595,1
596,1
597,1
598,1
599,4
600,1
601,1
602,1
603,1
604,4
605,1
606,1
607,1
608,1
609,4
610,1
611,1
612,2
613,1
614,1
615,1
616,1
617,1
618,0
619,1
620,2
621,2
622,4
623,4
624,4
625,1
626,1
627,1
628,0
629,1
630,1
631,1
632,1
633,1
634,1
635,1
636,1
637,1
638,1
639,1
640,1
641,1
642,1
643,1
644,1
645,1
646,1
647,1
648,1
649,1
650,1
651,1
652,1
653,1
654,1
655,1
656,1
657,1
658,1
659,1
660,1
661,1
662,1
663,1
664,1
665,1
666,1
667,2
668,1
669,1
670,1
671,1
672,1
673,1
674,1
675,1
676,1
677,1
678,1
679,1
680,0
681,1
682,1
683,1
684,1
685,1
686,1
687,1
688,1
689,1
690,1
691,1
692,1
693,1
694,1
695,1
696,1
697,1
698,1
699,0
700,0
701,1
702,1
703,1
704,4
705,2
706,1
707,1
708,1
709,1
710,4
711,1
712,1
713,1
714,1
715,1
716,1
717,1
718,1
719,1
720,1
721,2
722,1
723,1
724,1
725,1
726,1
727,1
728,1
729,1
730,4
731,1
732,1
733,1
734,1
735,1
736,1
737,2
738,1
739,1
740,1
741,1
742,1
743,1
744,1
745,1
746,1
747,1
748,1
749,1
750,1
751,1
752,1
753,1
754,1
755,1
756,1
757,1
758,1
759,1
760,1
761,0
762,1
763,1
764,1
765,1
766,1
767,1
768,1
769,1
770,1
771,1
772,1
773,1
774,1
775,1
776,1
777,1
778,1
779,1
780,1
781,1
782,1
783,1
784,1
785,1
786,1
787,1
788,1
789,1
790,1
791,1
792,1
793,1
794,1
795,1
796,1
797,1
798,1
799,1
800,2
801,1
802,1
803,1
804,1
805,1
806,1
807,1
808,1
809,1
810,1
811,1
812,1
813,1
814,1
815,1
816,1
817,1
818,1
819,1
820,1
821,1
822,1
823,1
824,1
825,1
826,1
827,1
828,1
829,1
830,1
831,1
832,1
833,1
834,1
835,1
836,1
837,1
838,1
839,1
840,1
841,1
842,1
843,1
844,1
845,1
846,1
847,1
848,1
849,1
850,1
851,1
852,1
853,1
854,1
855,1
856,1
857,1
858,1
859,1
860,1
861,1
862,1
863,1
864,1
865,2
866,1
867,2
868,1
869,0
870,0
871,4
872,0
873,0
874,0
875,0
876,1
877,0
878,0
879,0
880,0
881,2
882,1
883,0
884,2
885,2
886,2
887,2
888,2
889,2
890,2
891,2
892,2
893,2
894,2
895,2
896,0
897,0
898,0
899,0
900,0
901,0
902,0
903,0
904,0
905,0
906,0
907,0
908,0
909,0
910,0
911,0
912,0
913,0
914,0
915,0
916,0
917,0
918,1
919,2
920,2
921,0
922,0
923,0
924,0
925,2
926,0
927,0
928,0
929,0
930,0
931,0
932,1
933,0
934,1
935,1
936,1
937,2
938,0
939,0
940,0
941,0
942,0
943,0
944,0
